ID,Mutation_Class,Mutant_Status,Line_Number,Mutation_Type,Test_Name
55: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[1994..2018)),Killed,82,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
55: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[1994..2018)),Killed,82,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
55: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[1994..2018)),Killed,82,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
55: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[1994..2018)),Killed,82,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
55: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[1994..2018)),Killed,82,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
56: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2029..2111)),Ignored,83,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
57: Statement mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2044..2100)),Killed,84,Statement mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
58: String mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2072..2098)),Survived,84,String mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
59: Logical mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2127..2200)),Killed,87,Logical mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
59: Logical mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2127..2200)),Killed,87,Logical mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
59: Logical mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2127..2200)),Killed,87,Logical mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
59: Logical mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Atm.cs[2127..2200)),Killed,87,Logical mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
