ID,Mutation_Class,Mutant_Status,Line_Number,Mutation_Type,Test_Name
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(5,"elo",True)
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(2,"elo",True)
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(7,"elo",True)
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.InitAccountTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest4
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.AccountStatusMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.DepositFundsMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.DepositFundsMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.DepositFundsMethodIncorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest4
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.WithdrawFundsMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.WithdrawFundsMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.WithdrawFundsMethodIncorrectParameterTest3
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.AddAccountMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.AddAccountMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.DepositFundsMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.DepositFundsMethodIncorrectParameterTest2
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.GetAccountMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.WithdrawFundsMethodCorrectParameterTest
0: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[501..532)),Survived,18,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.WithdrawFundsMethodIncorrectParameterTest2
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(5,"elo",True)
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(2,"elo",True)
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(7,"elo",True)
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest2
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest3
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest1
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest2
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest3
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.InitAccountTest
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.AccountStatusMethodCorrectParameterTest
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
1: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[575..607)),Killed,23,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(5,"elo",True)
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(2,"elo",True)
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(7,"elo",True)
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest4
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.AccountStatusMethodCorrectParameterTest
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.DepositFundsMethodCorrectParameterTest
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest4
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.AtmTest.WithdrawFundsMethodCorrectParameterTest
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.DepositFundsMethodCorrectParameterTest
2: Block removal mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[662..862)),Ignored,28,Block removal mutation,BankomatUJ.Tests.tests.CreditCardTest.WithdrawFundsMethodCorrectParameterTest
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(5,"elo",True)
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(2,"elo",True)
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest1(7,"elo",True)
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterDepositFundsTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.AccountStatusMethodAfterWithdrawFundsTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodCorrectParameterTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.DepositFundsMethodIncorrectParameterTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodCorrectParameterTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AccountTest.WithdrawFundsMethodIncorrectParameterTest4
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.AccountStatusMethodCorrectParameterTest
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.DepositFundsMethodCorrectParameterTest
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodCorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest1
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest2
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest3
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.TransferMethodIncorrectParameterTest4
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.AtmTest.WithdrawFundsMethodCorrectParameterTest
3: Equality mutation,SourceFile(C:\Users\pawek\RiderProjects\Bankomat\BankomatUJ\common\Account.cs[677..688)),Killed,29,Equality mutation,BankomatUJ.Tests.tests.CreditCardTest.DepositFundsMethodCorrectParameterTest
